head_of_department_code,head_of_account,head_of_account_description,detail_head,detail_head_description,plan_code,voted_charged,year,value,
505,240100119PG,Micro Irrigation in Tank and Non-Tank Command Area under Tamil Nadu Irrigated Agriculture Modernisation Project-II,31101,Individual Based Subsidy,EAP,Voted,2022-2023,279669,
505,240100119UE,National Agriculture Development Programme  (NADP-RKVY) - Horticulture  Department,30502,Other Contingencies,SSSC,Voted,2022-2023,1,
505,240100119UE,National Agriculture Development Programme  (NADP-RKVY) - Horticulture  Department,30903,Grants for Specific Schemes,SSSC,Voted,2022-2023,0,
505,240100119UE,National Agriculture Development Programme  (NADP-RKVY) - Horticulture  Department,31101,Individual Based Subsidy,SSSC,Voted,2022-2023,260000,
505,240100119UE,National Agriculture Development Programme  (NADP-RKVY) - Horticulture  Department,30801,Advertisement Charges,SSSC,Voted,2022-2023,0,
505,240100119UE,National Agriculture Development Programme  (NADP-RKVY) - Horticulture  Department,33303,Special Service,SSSC,Voted,2022-2023,1,
505,240100119UE,National Agriculture Development Programme  (NADP-RKVY) - Horticulture  Department,37201,Training,SSSC,Voted,2022-2023,1,
505,240100119UF,Micro Irrigation Scheme,30903,Grants for Specific Schemes,SSSC,Voted,2022-2023,1,
505,240100119UF,Micro Irrigation Scheme,31101,Individual Based Subsidy,SSSC,Voted,2022-2023,3600000,
505,240100119UG,Assistance to TANHODA under National Horticulture Mission,31101,Individual Based Subsidy,SSSC,Voted,2022-2023,1134000,
505,240100119UH,National Bamboo Mission,30903,Grants for Specific Schemes,SSSC,Voted,2022-2023,29106,
505,240100119UI,Rainfed Area Development under National Mission for sustainable Agriculture for Horticulture Crops,31101,Individual Based Subsidy,SSSC,Voted,2022-2023,125100,
505,240100119UK,National Agriculture Development Programme  (NADP-RKVY) - Horticulture  Department - State Share,30502,Other Contingencies,SSSC,Voted,2022-2023,1,
505,240100119UK,National Agriculture Development Programme  (NADP-RKVY) - Horticulture  Department - State Share,30903,Grants for Specific Schemes,SSSC,Voted,2022-2023,0,
505,240100119UK,National Agriculture Development Programme  (NADP-RKVY) - Horticulture  Department - State Share,31101,Individual Based Subsidy,SSSC,Voted,2022-2023,173400,
505,240100119UK,National Agriculture Development Programme  (NADP-RKVY) - Horticulture  Department - State Share,30801,Advertisement Charges,SSSC,Voted,2022-2023,0,
505,240100119UK,National Agriculture Development Programme  (NADP-RKVY) - Horticulture  Department - State Share,33303,Special Service,SSSC,Voted,2022-2023,1,
505,240100119UK,National Agriculture Development Programme  (NADP-RKVY) - Horticulture  Department - State Share,37201,Training,SSSC,Voted,2022-2023,1,
505,240100119UL,Micro Irrigation Scheme - State Share,30903,Grants for Specific Schemes,SSSC,Voted,2022-2023,1,
505,240100119UL,Micro Irrigation Scheme - State Share,31101,Individual Based Subsidy,SSSC,Voted,2022-2023,2400000,
505,240100119UM,Assistance to TANHODA under National Horticulture Mission - State Share,31101,Individual Based Subsidy,SSSC,Voted,2022-2023,756000,
505,240100119UN,National Bamboo Mission - State Share,30903,Grants for Specific Schemes,SSSC,Voted,2022-2023,19404,
505,240100119UO,Rainfed Area Development under National Mission for sustainable Agriculture for Horticulture Crops - State Share,31101,Individual Based Subsidy,SSSC,Voted,2022-2023,83400,
505,240100789AL,Implementation of Micro Irrigation Schemes under NABARD assistance,31101,Individual Based Subsidy,SE,Voted,2022-2023,0,
505,240100789AM,State Horticulture Development Scheme,31101,Individual Based Subsidy,SE,Voted,2022-2023,0,
505,240100789AN,Kalaignar's All Villages Integrated Agricultural Development Programme,31101,Individual Based Subsidy,SE,Voted,2022-2023,0,
505,240100789JD,Development of Horticulture in Districts,36901,Procurement of Agricultural Inputs,SE,Voted,2022-2023,1,
505,240100789JV,State's Share towards Premium Subsidy under Pradhan Mantri Fasal Bima Yojana (PMFBY) for Horticulture Crops for Scheduled Caste Sub-Plan,30903,Grants for Specific Schemes,SE,Voted,2022-2023,98394,
505,240100793UO,National Agriculture Development Programme (NADP-RKVY) under Special Component Plan - Horticulture Department,31101,Individual Based Subsidy,SSSC,Voted,2022-2023,71967,
505,240100793UP,Micro Irrigation Scheme,31101,Individual Based Subsidy,SSSC,Voted,2022-2023,840000,
505,240100793UQ,Assistance to TANHODA under National Horticulture Mission,31101,Individual Based Subsidy,SSSC,Voted,2022-2023,269325,
505,240100793UR,National Bamboo Mission,30903,Grants for Specific Schemes,SSSC,Voted,2022-2023,7371,
505,240100793UV,Paramparagat Krishi Vikas Yojana (PKVY) under National Mission on Sustainable Agriculture under Special Component Plan - Horticulture Crops,30502,Other Contingencies,SSSC,Voted,2022-2023,630,
505,240100793UV,Paramparagat Krishi Vikas Yojana (PKVY) under National Mission on Sustainable Agriculture under Special Component Plan - Horticulture Crops,31101,Individual Based Subsidy,SSSC,Voted,2022-2023,1020,
505,240100793UV,Paramparagat Krishi Vikas Yojana (PKVY) under National Mission on Sustainable Agriculture under Special Component Plan - Horticulture Crops,33303,Special Service,SSSC,Voted,2022-2023,473,
505,240100793UV,Paramparagat Krishi Vikas Yojana (PKVY) under National Mission on Sustainable Agriculture under Special Component Plan - Horticulture Crops,37201,Training,SSSC,Voted,2022-2023,1,
505,240100793UW,Rainfed Area Development under National Mission for sustainable Agriculture for Horticulture Crops for Scheduled caste,31101,Individual Based Subsidy,SSSC,Voted,2022-2023,31950,
505,240100793VI,National Agriculture Development Programme (NADP-RKVY) under Special Component Plan - Horticulture Department - State Share,31101,Individual Based Subsidy,SSSC,Voted,2022-2023,47978,
505,240100793VJ,Micro Irrigation Scheme - State Share,31101,Individual Based Subsidy,SSSC,Voted,2022-2023,560000,
505,240100793VK,Assistance to TANHODA under National Horticulture Mission - State Share,31101,Individual Based Subsidy,SSSC,Voted,2022-2023,179550,
505,240100793VM,Paramparagat Krishi Vikas Yojana (PKVY) under National Mission on Sustainable Agriculture under Special Component Plan - Horticulture Crops - State Share,30502,Other Contingencies,SSSC,Voted,2022-2023,420,
505,240100793VM,Paramparagat Krishi Vikas Yojana (PKVY) under National Mission on Sustainable Agriculture under Special Component Plan - Horticulture Crops - State Share,31101,Individual Based Subsidy,SSSC,Voted,2022-2023,680,
505,240100793VM,Paramparagat Krishi Vikas Yojana (PKVY) under National Mission on Sustainable Agriculture under Special Component Plan - Horticulture Crops - State Share,33303,Special Service,SSSC,Voted,2022-2023,315,
505,240100793VM,Paramparagat Krishi Vikas Yojana (PKVY) under National Mission on Sustainable Agriculture under Special Component Plan - Horticulture Crops - State Share,37201,Training,SSSC,Voted,2022-2023,1,
505,240100793VN,Rainfed Area Development under National Mission for sustainable Agriculture for Horticulture Crops for Scheduled caste - State Share,31101,Individual Based Subsidy,SSSC,Voted,2022-2023,21300,
505,240100793VQ,National Bamboo Mission - State Share,30903,Grants for Specific Schemes,SSSC,Voted,2022-2023,4914,
505,240100793WC,National Mission on Edible Oil - Oil Palm  - State Share,31101,Individual Based Subsidy,SSSC,Voted,2022-2023,0,
505,240100794UK,Micro Irrigation Scheme,31101,Individual Based Subsidy,SSSC,Voted,2022-2023,40000,
505,240100794UL,Assistance to TANHODA under National Horticulture Mission,31101,Individual Based Subsidy,SSSC,Voted,2022-2023,14175,
505,240100794UM,National Bamboo Mission,30903,Grants for Specific Schemes,SSSC,Voted,2022-2023,378,
505,240100794UO,National Agriculture Development Programme  (NADP-RKVY) - Horticulture  Department,31101,Individual Based Subsidy,SSSC,Voted,2022-2023,2483,
505,240100794UQ,Paramparagat Krishi Vikas Yojana (PKVY) under National Mission on Sustainable Agriculture under  Tribal Sub-Plan - Horticulture Crops,30502,Other Contingencies,SSSC,Voted,2022-2023,30,
505,240100794UQ,Paramparagat Krishi Vikas Yojana (PKVY) under National Mission on Sustainable Agriculture under  Tribal Sub-Plan - Horticulture Crops,31101,Individual Based Subsidy,SSSC,Voted,2022-2023,36,
505,240100794UQ,Paramparagat Krishi Vikas Yojana (PKVY) under National Mission on Sustainable Agriculture under  Tribal Sub-Plan - Horticulture Crops,33303,Special Service,SSSC,Voted,2022-2023,23,
505,240100794UR,Rainfed Area Development under National Mission for sustainable Agriculture for Horticulture crops for Scheduled Tribe,31101,Individual Based Subsidy,SSSC,Voted,2022-2023,1737,
505,240100794VD,Micro Irrigation Scheme - State Share,31101,Individual Based Subsidy,SSSC,Voted,2022-2023,26700,
505,240100794VE,Assistance to TANHODA under National Horticulture Mission - State Share,31101,Individual Based Subsidy,SSSC,Voted,2022-2023,9450,
505,240100794VF,National Bamboo Mission - State Share,30903,Grants for Specific Schemes,SSSC,Voted,2022-2023,252,
505,240100794VG,National Agriculture Development Programme  (NADP-RKVY) - Horticulture  Department - State Share,31101,Individual Based Subsidy,SSSC,Voted,2022-2023,1653,
505,240100794VH,Paramparagat Krishi Vikas Yojana (PKVY) under National Mission on Sustainable Agriculture under  Tribal Sub-Plan - Horticulture Crops - State Share,30502,Other Contingencies,SSSC,Voted,2022-2023,20,
505,240100794VH,Paramparagat Krishi Vikas Yojana (PKVY) under National Mission on Sustainable Agriculture under  Tribal Sub-Plan - Horticulture Crops - State Share,31101,Individual Based Subsidy,SSSC,Voted,2022-2023,24,
505,240100794VH,Paramparagat Krishi Vikas Yojana (PKVY) under National Mission on Sustainable Agriculture under  Tribal Sub-Plan - Horticulture Crops - State Share,33303,Special Service,SSSC,Voted,2022-2023,15,
505,240100794VI,Rainfed Area Development under National Mission for sustainable Agriculture for Horticulture crops for Scheduled Tribe - State Share,31101,Individual Based Subsidy,SSSC,Voted,2022-2023,1158,
505,240100794VW,National Mission on Edible Oil - Oil Palm  - State Share,31101,Individual Based Subsidy,SSSC,Voted,2022-2023,0,
505,240100796AG,State Horticulture Development Scheme,31101,Individual Based Subsidy,SE,Voted,2022-2023,0,
505,240100796AH,Kalaignar's All Villages Intergrated Agricultural Development Programme,31101,Individual Based Subsidy,SE,Voted,2022-2023,0,
505,240100796JG,Development of Horticulture in Districts,36901,Procurement of Agricultural Inputs,SE,Voted,2022-2023,1,
505,240100902JA,Deduct - Amount met from State Innovation Fund,33001,Inter-Account Transfers,SE,Voted,2022-2023,-43593,
505,240100911AD,Implementation of the scheme on commercial floriculture,37702,Recoveries of Overpayments / Remittance of excess drawals,SE,Voted,2022-2023,0,
505,240100911AO,Directorate of Horticulture,37702,Recoveries of Overpayments / Remittance of excess drawals,SE,Voted,2022-2023,0,
505,240100911JX,Development of Horticulture in Districts,37702,Recoveries of Overpayments / Remittance of excess drawals,SE,Voted,2022-2023,0,
505,255101101JB,Horticultural Activities under Western Ghats Development Programme,30104,Other Allowances,SE,Voted,2022-2023,0,
505,440100119UA,Construction work under National Agricultural Development Programme - (NADP -  RKVY) - Horticulture Department,41601,Major Works,SSSC,Voted,2022-2023,0,
505,440100119UB,Construction work under National Agricultural Development Programme - (NADP -  RKVY) - Horticulture Department - State Share,41601,Major Works,SSSC,Voted,2022-2023,0,
505,440100793UB,National Agriculture Development Programme  (NADP-RKVY) - Horticulture  Department,41601,Major Works,SSSC,Voted,2022-2023,12600,
505,440100793UF,National Agriculture Development Programme  (NADP-RKVY) - Horticulture  Department - State Share,41601,Major Works,SSSC,Voted,2022-2023,8400,
505,440100794UB,National Agriculture Development Programme  (NADP-RKVY) - Horticulture  Department,41601,Major Works,SSSC,Voted,2022-2023,540,
505,440100794UF,National Agriculture Development Programme  (NADP-RKVY) - Horticulture  Department - State Share,41601,Major Works,SSSC,Voted,2022-2023,360,
506,205901053DE,Buildings - Agricultural Engineering (Administered by Chief Engineer Buildings),31801,Periodical Maintenance,SE,Voted,2022-2023,1750,
506,240100001AE,Agricultural Engineering Department - Headquarters Staff,30101,Pay,SE,Voted,2022-2023,94203,
506,240100001AE,Agricultural Engineering Department - Headquarters Staff,30102,Medical Allowance,SE,Voted,2022-2023,460,
506,240100001AE,Agricultural Engineering Department - Headquarters Staff,30103,Medical Charges,SE,Voted,2022-2023,296,
506,240100001AE,Agricultural Engineering Department - Headquarters Staff,30104,Other Allowances,SE,Voted,2022-2023,421,
506,240100001AE,Agricultural Engineering Department - Headquarters Staff,30106,House Rent Allowance,SE,Voted,2022-2023,9442,
506,240100001AE,Agricultural Engineering Department - Headquarters Staff,30107,Travel Concession,SE,Voted,2022-2023,200,
506,240100001AE,Agricultural Engineering Department - Headquarters Staff,30108,City Compensatory Allowance,SE,Voted,2022-2023,1894,
506,240100001AE,Agricultural Engineering Department - Headquarters Staff,30301,Dearness Allowance,SE,Voted,2022-2023,34855,
506,240100001AE,Agricultural Engineering Department - Headquarters Staff,30401,Tour Travelling Allowances,SE,Voted,2022-2023,1565,
506,240100001AE,Agricultural Engineering Department - Headquarters Staff,30402,Transfer Travelling Allowances,SE,Voted,2022-2023,20,
506,240100001AE,Agricultural Engineering Department - Headquarters Staff,30501,Telephone Charges,SE,Voted,2022-2023,500,
506,240100001AE,Agricultural Engineering Department - Headquarters Staff,30502,Other Contingencies,SE,Voted,2022-2023,503,
506,240100001AE,Agricultural Engineering Department - Headquarters Staff,30504,Service Postage & Postal Expenditure,SE,Voted,2022-2023,200,
506,240100001AE,Agricultural Engineering Department - Headquarters Staff,31901,Purchase,SE,Voted,2022-2023,1,
506,240100001AE,Agricultural Engineering Department - Headquarters Staff,31903,Maintenance,SE,Voted,2022-2023,500,
506,240100001AE,Agricultural Engineering Department - Headquarters Staff,32102,Maintenance of Functional Vehicles,SE,Voted,2022-2023,160,
506,240100001AE,Agricultural Engineering Department - Headquarters Staff,33301,Pleaders Fees,SE,Voted,2022-2023,1,
506,240100001AE,Agricultural Engineering Department - Headquarters Staff,33304,Contract Payment,SE,Voted,2022-2023,200,
506,240100001AE,Agricultural Engineering Department - Headquarters Staff,34501,"Petroleum, Oil and Lubricant",SE,Voted,2022-2023,1132,
506,240100001AE,Agricultural Engineering Department - Headquarters Staff,34901,Festival Advances-Debit,SE,Voted,2022-2023,1700,
506,240100001AE,Agricultural Engineering Department - Headquarters Staff,34902,Festival Advances-Credit,SE,Voted,2022-2023,-1700,
506,240100001AE,Agricultural Engineering Department - Headquarters Staff,35901,Prizes and Awards,SE,Voted,2022-2023,40,
506,240100001AE,Agricultural Engineering Department - Headquarters Staff,37602,Maintenance,SE,Voted,2022-2023,413,
506,240100001AE,Agricultural Engineering Department - Headquarters Staff,37603,Stationery,SE,Voted,2022-2023,400,
506,240100001AE,Agricultural Engineering Department - Headquarters Staff,30503,Electricity Charges,SE,Voted,2022-2023,1353,
506,240100001AE,Agricultural Engineering Department - Headquarters Staff,34601,"Clothing, Tentage and Stores",SE,Voted,2022-2023,15,
506,240100001AE,Agricultural Engineering Department - Headquarters Staff,30801,Advertisement Charges,SE,Voted,2022-2023,1000,
506,240100001AE,Agricultural Engineering Department - Headquarters Staff,37201,Training,SE,Voted,2022-2023,1,
506,240100001AE,Agricultural Engineering Department - Headquarters Staff,37601,Purchase,SE,Voted,2022-2023,1,
506,240100001AH,Agricultural Engineering Department - District Staff,30101,Pay,SE,Voted,2022-2023,1088688,
506,240100001AH,Agricultural Engineering Department - District Staff,30102,Medical Allowance,SE,Voted,2022-2023,5691,
506,240100001AH,Agricultural Engineering Department - District Staff,30103,Medical Charges,SE,Voted,2022-2023,426,
